[epoch: 1, batch: 8] train_loss: 1706.701,  Leraning Rate: 0.000300
[epoch: 154, batch: 8] train_loss: 1.286,  Leraning Rate: 0.000035
[epoch: 155, batch: 8] train_loss: 1.523,  Leraning Rate: 0.000035
[epoch: 156, batch: 8] train_loss: 2.008,  Leraning Rate: 0.000035
[epoch: 157, batch: 8] train_loss: 2.030,  Leraning Rate: 0.000035
[epoch: 158, batch: 8] train_loss: 2.102,  Leraning Rate: 0.000035
[epoch: 159, batch: 8] train_loss: 2.019,  Leraning Rate: 0.000035
[epoch: 160, batch: 8] train_loss: 1.979,  Leraning Rate: 0.000035
[epoch: 161, batch: 8] train_loss: 2.070,  Leraning Rate: 0.000035
[epoch: 162, batch: 8] train_loss: 2.041,  Leraning Rate: 0.000035
[epoch: 163, batch: 8] train_loss: 1.852,  Leraning Rate: 0.000035
[epoch: 164, batch: 8] train_loss: 2.153,  Leraning Rate: 0.000035
[epoch: 165, batch: 8] train_loss: 2.076,  Leraning Rate: 0.000035
[epoch: 166, batch: 8] train_loss: 1.875,  Leraning Rate: 0.000035
[epoch: 167, batch: 8] train_loss: 1.821,  Leraning Rate: 0.000035
[epoch: 168, batch: 8] train_loss: 1.883,  Leraning Rate: 0.000035
[epoch: 169, batch: 8] train_loss: 2.020,  Leraning Rate: 0.000035
[epoch: 170, batch: 8] train_loss: 2.118,  Leraning Rate: 0.000035
[epoch: 171, batch: 8] train_loss: 1.887,  Leraning Rate: 0.000035
[epoch: 172, batch: 8] train_loss: 1.905,  Leraning Rate: 0.000035
[epoch: 173, batch: 8] train_loss: 1.750,  Leraning Rate: 0.000035
[epoch: 174, batch: 8] train_loss: 1.931,  Leraning Rate: 0.000035
[epoch: 175, batch: 8] train_loss: 1.784,  Leraning Rate: 0.000035
[epoch: 176, batch: 8] train_loss: 1.839,  Leraning Rate: 0.000035
[epoch: 177, batch: 8] train_loss: 1.784,  Leraning Rate: 0.000035
[epoch: 178, batch: 8] train_loss: 1.965,  Leraning Rate: 0.000035
[epoch: 179, batch: 8] train_loss: 2.021,  Leraning Rate: 0.000035
[epoch: 180, batch: 8] train_loss: 2.060,  Leraning Rate: 0.000023
[epoch: 181, batch: 8] train_loss: 1.456,  Leraning Rate: 0.000023
[epoch: 182, batch: 8] train_loss: 0.841,  Leraning Rate: 0.000023
[epoch: 183, batch: 8] train_loss: 0.710,  Leraning Rate: 0.000023
[epoch: 184, batch: 8] train_loss: 0.766,  Leraning Rate: 0.000023
[epoch: 185, batch: 8] train_loss: 0.813,  Leraning Rate: 0.000023
[epoch: 186, batch: 8] train_loss: 0.889,  Leraning Rate: 0.000023
[epoch: 187, batch: 8] train_loss: 1.058,  Leraning Rate: 0.000023
[epoch: 188, batch: 8] train_loss: 0.984,  Leraning Rate: 0.000023
[epoch: 189, batch: 8] train_loss: 0.874,  Leraning Rate: 0.000023
[epoch: 190, batch: 8] train_loss: 0.955,  Leraning Rate: 0.000023
[epoch: 191, batch: 8] train_loss: 1.019,  Leraning Rate: 0.000023
[epoch: 192, batch: 8] train_loss: 1.085,  Leraning Rate: 0.000023
[epoch: 193, batch: 8] train_loss: 1.104,  Leraning Rate: 0.000023
[epoch: 194, batch: 8] train_loss: 0.962,  Leraning Rate: 0.000023
[epoch: 195, batch: 8] train_loss: 0.959,  Leraning Rate: 0.000023
[epoch: 196, batch: 8] train_loss: 0.971,  Leraning Rate: 0.000023
[epoch: 197, batch: 8] train_loss: 0.967,  Leraning Rate: 0.000023
[epoch: 198, batch: 8] train_loss: 1.111,  Leraning Rate: 0.000023
[epoch: 199, batch: 8] train_loss: 1.046,  Leraning Rate: 0.000023
[epoch: 200, batch: 8] train_loss: 0.988,  Leraning Rate: 0.000023
[epoch: 201, batch: 8] train_loss: 0.994,  Leraning Rate: 0.000023
[epoch: 202, batch: 8] train_loss: 0.950,  Leraning Rate: 0.000023
[epoch: 203, batch: 8] train_loss: 0.920,  Leraning Rate: 0.000023
[epoch: 204, batch: 8] train_loss: 0.997,  Leraning Rate: 0.000023
[epoch: 205, batch: 8] train_loss: 0.941,  Leraning Rate: 0.000023
[epoch: 206, batch: 8] train_loss: 0.932,  Leraning Rate: 0.000023
[epoch: 207, batch: 8] train_loss: 0.942,  Leraning Rate: 0.000023
[epoch: 208, batch: 8] train_loss: 1.032,  Leraning Rate: 0.000023
[epoch: 209, batch: 8] train_loss: 1.018,  Leraning Rate: 0.000023
[epoch: 210, batch: 8] train_loss: 0.983,  Leraning Rate: 0.000015
[epoch: 211, batch: 8] train_loss: 0.753,  Leraning Rate: 0.000015
[epoch: 212, batch: 8] train_loss: 0.503,  Leraning Rate: 0.000015
[epoch: 213, batch: 8] train_loss: 0.465,  Leraning Rate: 0.000015
[epoch: 214, batch: 8] train_loss: 0.510,  Leraning Rate: 0.000015
[epoch: 215, batch: 8] train_loss: 0.494,  Leraning Rate: 0.000015
[epoch: 216, batch: 8] train_loss: 0.490,  Leraning Rate: 0.000015
[epoch: 217, batch: 8] train_loss: 0.531,  Leraning Rate: 0.000015
[epoch: 218, batch: 8] train_loss: 0.546,  Leraning Rate: 0.000015
[epoch: 219, batch: 8] train_loss: 0.541,  Leraning Rate: 0.000015
[epoch: 220, batch: 8] train_loss: 0.582,  Leraning Rate: 0.000015
[epoch: 221, batch: 8] train_loss: 0.549,  Leraning Rate: 0.000015
[epoch: 222, batch: 8] train_loss: 0.545,  Leraning Rate: 0.000015
[epoch: 223, batch: 8] train_loss: 0.548,  Leraning Rate: 0.000015
[epoch: 224, batch: 8] train_loss: 0.574,  Leraning Rate: 0.000015
[epoch: 225, batch: 8] train_loss: 0.544,  Leraning Rate: 0.000015
[epoch: 226, batch: 8] train_loss: 0.527,  Leraning Rate: 0.000015
[epoch: 227, batch: 8] train_loss: 0.574,  Leraning Rate: 0.000015
[epoch: 228, batch: 8] train_loss: 0.571,  Leraning Rate: 0.000015
[epoch: 229, batch: 8] train_loss: 0.547,  Leraning Rate: 0.000015
[epoch: 230, batch: 8] train_loss: 0.549,  Leraning Rate: 0.000015
[epoch: 231, batch: 8] train_loss: 0.496,  Leraning Rate: 0.000015
[epoch: 232, batch: 8] train_loss: 0.521,  Leraning Rate: 0.000015
[epoch: 233, batch: 8] train_loss: 0.574,  Leraning Rate: 0.000015
[epoch: 234, batch: 8] train_loss: 0.628,  Leraning Rate: 0.000015
[epoch: 235, batch: 8] train_loss: 0.539,  Leraning Rate: 0.000015
[epoch: 236, batch: 8] train_loss: 0.567,  Leraning Rate: 0.000015
[epoch: 237, batch: 8] train_loss: 0.530,  Leraning Rate: 0.000015
[epoch: 238, batch: 8] train_loss: 0.514,  Leraning Rate: 0.000015
[epoch: 239, batch: 8] train_loss: 0.598,  Leraning Rate: 0.000015
[epoch: 240, batch: 8] train_loss: 0.568,  Leraning Rate: 0.000010
[epoch: 241, batch: 8] train_loss: 0.407,  Leraning Rate: 0.000010
[epoch: 242, batch: 8] train_loss: 0.289,  Leraning Rate: 0.000010
[epoch: 243, batch: 8] train_loss: 0.276,  Leraning Rate: 0.000010
[epoch: 244, batch: 8] train_loss: 0.297,  Leraning Rate: 0.000010
[epoch: 245, batch: 8] train_loss: 0.321,  Leraning Rate: 0.000010
[epoch: 246, batch: 8] train_loss: 0.306,  Leraning Rate: 0.000010
[epoch: 247, batch: 8] train_loss: 0.307,  Leraning Rate: 0.000010
[epoch: 248, batch: 8] train_loss: 0.327,  Leraning Rate: 0.000010
[epoch: 249, batch: 8] train_loss: 0.373,  Leraning Rate: 0.000010
[epoch: 250, batch: 8] train_loss: 0.328,  Leraning Rate: 0.000010
[epoch: 251, batch: 8] train_loss: 0.308,  Leraning Rate: 0.000010
[epoch: 252, batch: 8] train_loss: 0.324,  Leraning Rate: 0.000010
[epoch: 253, batch: 8] train_loss: 0.301,  Leraning Rate: 0.000010
[epoch: 254, batch: 8] train_loss: 0.307,  Leraning Rate: 0.000010
[epoch: 255, batch: 8] train_loss: 0.319,  Leraning Rate: 0.000010
[epoch: 256, batch: 8] train_loss: 0.318,  Leraning Rate: 0.000010
[epoch: 257, batch: 8] train_loss: 0.340,  Leraning Rate: 0.000010
[epoch: 258, batch: 8] train_loss: 0.320,  Leraning Rate: 0.000010
[epoch: 259, batch: 8] train_loss: 0.319,  Leraning Rate: 0.000010
[epoch: 260, batch: 8] train_loss: 0.326,  Leraning Rate: 0.000010
[epoch: 261, batch: 8] train_loss: 0.318,  Leraning Rate: 0.000010
[epoch: 262, batch: 8] train_loss: 0.315,  Leraning Rate: 0.000010
[epoch: 263, batch: 8] train_loss: 0.326,  Leraning Rate: 0.000010
[epoch: 264, batch: 8] train_loss: 0.320,  Leraning Rate: 0.000010
[epoch: 265, batch: 8] train_loss: 0.298,  Leraning Rate: 0.000010
[epoch: 266, batch: 8] train_loss: 0.298,  Leraning Rate: 0.000010
[epoch: 267, batch: 8] train_loss: 0.302,  Leraning Rate: 0.000010
[epoch: 268, batch: 8] train_loss: 0.317,  Leraning Rate: 0.000010
[epoch: 269, batch: 8] train_loss: 0.324,  Leraning Rate: 0.000010
[epoch: 270, batch: 8] train_loss: 0.335,  Leraning Rate: 0.000006
[epoch: 271, batch: 8] train_loss: 0.264,  Leraning Rate: 0.000006
[epoch: 272, batch: 8] train_loss: 0.198,  Leraning Rate: 0.000006
[epoch: 273, batch: 8] train_loss: 0.189,  Leraning Rate: 0.000006
[epoch: 274, batch: 8] train_loss: 0.182,  Leraning Rate: 0.000006
[epoch: 275, batch: 8] train_loss: 0.189,  Leraning Rate: 0.000006
[epoch: 276, batch: 8] train_loss: 0.189,  Leraning Rate: 0.000006
[epoch: 277, batch: 8] train_loss: 0.188,  Leraning Rate: 0.000006
[epoch: 278, batch: 8] train_loss: 0.185,  Leraning Rate: 0.000006
[epoch: 279, batch: 8] train_loss: 0.197,  Leraning Rate: 0.000006
[epoch: 280, batch: 8] train_loss: 0.194,  Leraning Rate: 0.000006
[epoch: 281, batch: 8] train_loss: 0.197,  Leraning Rate: 0.000006
[epoch: 282, batch: 8] train_loss: 0.196,  Leraning Rate: 0.000006
[epoch: 283, batch: 8] train_loss: 0.200,  Leraning Rate: 0.000006
[epoch: 284, batch: 8] train_loss: 0.184,  Leraning Rate: 0.000006
[epoch: 285, batch: 8] train_loss: 0.195,  Leraning Rate: 0.000006
[epoch: 286, batch: 8] train_loss: 0.194,  Leraning Rate: 0.000006
[epoch: 287, batch: 8] train_loss: 0.206,  Leraning Rate: 0.000006
[epoch: 288, batch: 8] train_loss: 0.192,  Leraning Rate: 0.000006
[epoch: 289, batch: 8] train_loss: 0.191,  Leraning Rate: 0.000006
[epoch: 290, batch: 8] train_loss: 0.186,  Leraning Rate: 0.000006
[epoch: 291, batch: 8] train_loss: 0.194,  Leraning Rate: 0.000006
[epoch: 292, batch: 8] train_loss: 0.202,  Leraning Rate: 0.000006
[epoch: 293, batch: 8] train_loss: 0.195,  Leraning Rate: 0.000006
[epoch: 294, batch: 8] train_loss: 0.194,  Leraning Rate: 0.000006
[epoch: 295, batch: 8] train_loss: 0.200,  Leraning Rate: 0.000006
[epoch: 296, batch: 8] train_loss: 0.193,  Leraning Rate: 0.000006
[epoch: 297, batch: 8] train_loss: 0.190,  Leraning Rate: 0.000006
[epoch: 298, batch: 8] train_loss: 0.189,  Leraning Rate: 0.000006
[epoch: 299, batch: 8] train_loss: 0.190,  Leraning Rate: 0.000006
[epoch: 300, batch: 8] train_loss: 0.192,  Leraning Rate: 0.000004
